,FACILITY ID,FACILITY NAME,RECORD ID, PROGRAM NAME,PROGRAM ELEMENT (PE),PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY  STATE,FACILITY ZIP,FACILITY LATITUDE,FACILITY LONGITUDE,OWNER ID,OWNER NAME,OWNER ADDRESS,OWNER CITY,OWNER STATE,OWNER ZIP,Location,Census Tracts 2010,2011 Supervisorial District Boundaries (Official),Board Approved Statistical Areas,Zip Codes
35838,FA0072307,THE HABIT BURGER GRILL # 20,PR0015446,THE HABIT BURGER GRILL #20,1635,RESTAURANT (31-60) SEATS HIGH RISK,3829 TORRANCE BLVD,TORRANCE,CA,90503,33.83795205,-118.35460249999998,OW0035591,THE HABIT RESTAURANTS LLC,17320 W RED HILL AVE STE 140,IRVINE,CA,92614,"(33.8379520527, -118.354602509)",789.0,4.0,102.0,25717.0
27564,FA0069853,ROYALE GROCERY & DELI,PR0004558,ROYALE GROCERY & DELI,1611,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",1710 GARFIELD PL,LOS ANGELES,CA,90028,34.10215704,-118.31054979999999,OW0028764,"POGSYAN, GAMLET",1710   GARFIELD PLACE,LOS ANGELES,CA,90028,"(34.1021570436, -118.3105497776)",1409.0,3.0,359.0,23446.0
25204,FA0026578,NORTHGATE MARKET,PR0027395,NORTHGATE MARKET (BAKERY),1631,RESTAURANT (0-30) SEATS MODERATE RISK,15107 S ATLANTIC AVE,COMPTON,CA,90221,33.89605123,-118.1935543,OW0026268,NORTHGATE GONZALEZ LLC,1201 N MAGNOLIA AVE,ANAHEIM,CA,92801,"(33.8960512304, -118.1935542906)",654.0,2.0,168.0,24350.0
38347,FA0067522,NEW MOON,PR0030061,NEW MOON BAR,1630,RESTAURANT (0-30) SEATS LOW RISK,2138 VERDUGO BLVD,MONTROSE,CA,91020,34.20463704,-118.2244903,OW0038077,VISION FOODS LLC,2138   VERDUGO BLVD,MONTROSE,CA,91020,"(34.2046370404, -118.224490321)",1582.0,5.0,305.0,2839.0
11247,FA0268597,FIVE BELOW #1324,PR0220580,FIVE BELOW #1324,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2 S GARFIELD AVE STE 130,ALHAMBRA,CA,91801-3882,34.09465757,-118.12644740000002,OW0242510,"FIVE BELOW, INC.",701 MARKET ST STE 300,PHILADELPHIA,PA,19106,"(34.0946575659, -118.1264474307)",1702.0,5.0,2.0,10151.0
31064,FA0048254,SHAKEY'S PIZZA,PR0010411,SHAKEY'S PIZZA,1640,RESTAURANT (151 + ) SEATS MODERATE RISK,2234 W VALLEY BLVD,ALHAMBRA,CA,91803,34.07698306,-118.14795670000001,OW0031994,"SCO, LLC SHAKEY'S PIZZA",2200  W VALLEY BLVD,ALHAMBRA,CA,91803,"(34.0769830564, -118.1479567134)",1765.0,5.0,2.0,10154.0
36733,FA0037966,TITA CELIA'S RESTAURANT,PR0036649,TITA CELIA'S RESTAURANT,1635,RESTAURANT (31-60) SEATS HIGH RISK,621 W CARSON ST,CARSON,CA,90745,33.83187805,-118.2867777,OW0035987,"TITA CELIA'S RESTAURANT, INC",621  W CARSON ST,CARSON,CA,90745,"(33.8318780496, -118.2867777257)",1074.0,2.0,297.0,3354.0
4795,FA0260081,BRICKS,PR0210419,BRICKS,1635,RESTAURANT (31-60) SEATS HIGH RISK,23820 LYONS AVE,NEWHALL,CA,91321,34.37902554,-118.55187,OW0251960,BRICKS INC,26357 IVREA PL,VALENCIA,CA,91355,"(34.3790255395, -118.5518700057)",244.0,5.0,90.0,4290.0
16856,FA0240826,LA MICHOACANA RICAS NIEVES,PR0188878,LA MICHOACANA RICAS NIEVES,1630,RESTAURANT (0-30) SEATS LOW RISK,303 W MANCHESTER BLVD STE 103,INGLEWOOD,CA,90301-1153,33.96177792,-118.35994950000001,OW0124514,JESUS HERNANDEZ MORALEZ,303 W MANCHESTER BLVD STE 103,INGLEWOOD,CA,90301,"(33.9617779223, -118.3599494713)",973.0,2.0,13.0,25421.0
23585,FA0039159,MASSIS BAKERY,PR0030543,MASSIS BAKERY,1632,RESTAURANT (0-30) SEATS HIGH RISK,8725 SUNLAND BLVD,SUN VALLEY,CA,91352,34.22828034,-118.36648729999999,OW0024540,MINAZYAN MARTIN,8725   SUNLAND BLVD.,SUN VALLEY,CA,91352,"(34.2282803365, -118.3664873383)",1289.0,3.0,419.0,19335.0
18200,FA0259031,TERRI HAWAII,PR0209162,TERRI HAWAII,1632,RESTAURANT (0-30) SEATS HIGH RISK,1425 W ARTESIA BLVD STE 34,GARDENA,CA,90248,33.87308086,-118.30022679999999,OW0251109,KEANG TANN,1425 W ARTESIA BLVD STE 34,GARDENA,CA,90248,"(33.8730808593, -118.3002268477)",781.0,2.0,304.0,24684.0
21499,FA0063453,OUMI SUSHI @ SPROUTS 252,PR0009894,OUMI SUSHI @ SPROUTS 252,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",820 N WESTERN AVE,SAN PEDRO,CA,90732,33.75037583,-118.3089257,OW0022586,"LWIN FAMILY CO, LLC",11949 STEELE CREEK RD,CHARLOTTE,NC,28273,"(33.7503758265, -118.3089256884)",99.0,4.0,43.0,3343.0
25603,FA0270824,OFFICE MAX,PR0223474,OFFICE MAX,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4949 LAKEWOOD BLVD,LAKEWOOD,CA,90712,33.84855,-118.1429146,OW0026574,OFFICE MAX INC,P.O. BOX 5029,BACO RATON,FL,33431,"(33.84855, -118.1429146319)",2003.0,4.0,17.0,2980.0
33577,FA0070918,STARBUCKS COFFEE #6897,PR0022047,STARBUCKS COFFEE #6897,1633,RESTAURANT (31-60) SEATS LOW RISK,100 CITADEL DR STE 200,COMMERCE,CA,90040,34.00535521,-118.15202520000001,OW0033938,STARBUCKS COFFEE CORPORATION,P.O. BOX 34442-TAX 2,SEATTLE,WA,98124,"(34.0053552132, -118.152025176)",2051.0,1.0,300.0,23671.0
39783,FA0015279,GOLDEN PHOENIX,PR0023764,GOLDEN PHOENIX,1635,RESTAURANT (31-60) SEATS HIGH RISK,4819 N PARAMOUNT BLVD,LAKEWOOD,CA,90712,33.8461259,-118.16034750000001,OW0039491,YANG AND SUE FOOD INC.,4819  N PARAMOUNT BLVD.,LAKEWOOD,CA,90712,"(33.8461258966, -118.1603474834)",2060.0,4.0,17.0,2980.0
10646,FA0251365,ESPRESSO PROFETA,PR0200495,ESPRESSO PROFETA,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1129 GLENDON AVE,LOS ANGELES,CA,90024,34.06035799,-118.4440128,OW0245309,ESPRESSO PROFETA LLC,1129 GLENDON AVE,LOS ANGELES,CA,90024,"(34.0603579917, -118.4440128146)",389.0,3.0,60.0,23442.0
33973,FA0259312,SUNSET TOWER HOTEL,PR0209486,SUNSET TOWER HOTEL - MAIN KITCHEN,1638,RESTAURANT (61-150) SEATS HIGH RISK,8358 SUNSET BLVD,WEST HOLLYWOOD,CA,90069,34.09533662,-118.3723078,OW0251327,STH TENANT LLC,8358 SUNSET BLVD,WEST HOLLYWOOD,CA,90069,"(34.0953366239, -118.3723077589)",1486.0,3.0,106.0,24034.0
17257,FA0032007,"JOHNSTONE,MARY",PR0044229,"JOHNSTONE,MARY",1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",16010 WHITTIER BLVD,WHITTIER,CA,90603,33.94224739,-117.98869930000001,OW0017865,"JOHNSTONE,PETER",16010  E WHITTIER BLVD,WHITTIER,CA,90603,"(33.9422473902, -117.988699286)",2112.0,4.0,108.0,25723.0
34400,FA0050387,SUPERIOR WAREHOUSE,PR0024683,SUPERIOR SUPER WAREHOUSE,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",133 W AVENUE 45,LOS ANGELES,CA,90065,34.09657266,-118.2081885,OW0034460,"SUPER CENTER CONCEPTS, INC",15510 CARMENTIA RD,SANTA FE SPRINGS,CA,90670,"(34.0965726639, -118.2081885338)",1377.0,1.0,389.0,24030.0
32603,FA0034677,LA MORENITA MARKET,PR0041231,LA MORENITA MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",7928 STATE ST,HUNTINGTON PARK,CA,90255,33.96491166,-118.21049850000001,OW0033420,"SOLANO, MARITSA JANET",7928   STATE ST.,HUNTINGTON PARK,CA,90255,"(33.964911659, -118.2104984872)",949.0,1.0,11.0,24689.0
5979,FA0016540,CORNER BAKERY CAFE #198,PR0000823,CORNER BAKERY CAFE #198,1638,RESTAURANT (61-150) SEATS HIGH RISK,1019 WESTWOOD BLVD,LOS ANGELES,CA,90024,34.06214777,-118.4456001,OW0006589,CBC RESTAURANT CORP,12700 PARK CENTRAL DR STE 1300,DALLAS,TX,75251,"(34.06214777, -118.4456000993)",389.0,3.0,60.0,23442.0
25170,FA0259246,EL GORDO RESTAURANT,PR0209400,EL GORDO RESTAURANT,1635,RESTAURANT (31-60) SEATS HIGH RISK,11723 SATICOY ST STE A,NORTH HOLLYWOOD,CA,91605-6561,34.20850253,-118.38833100000001,OW0251270,NORMA GARZON VALENCIA,11723 SATICOY ST STE A,NORTH HOLLYWOOD,CA,91605-6561,"(34.208502526, -118.388331)",1290.0,3.0,394.0,8888.0
36470,FA0165693,BLINKIES DONUT EMPORIUM,PR0154027,BLINKIES DONUT EMPORIUM,1631,RESTAURANT (0-30) SEATS MODERATE RISK,4884 TOPANGA CYN,WOODLAND HILLS,CA,91364,34.15655229,-118.60562730000001,OW0128936,THK INTERNATIONAL INC,4884 TOPANGA CYN,WOODLAND HILLS,CA,91364,"(34.1565522896, -118.6056273024)",435.0,3.0,69.0,19346.0
8868,FA0034045,SRI LANKAN DELIGHT,PR0045330,SRI LANKAN DELIGHT,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",19016 VENTURA BLVD,TARZANA,CA,91356,34.17233346,-118.5476018,OW0009816,"DESILVA, ROSHAN",19016   VENTURA BLVD,TARZANA,CA,91356,"(34.1723334618, -118.5476018363)",468.0,3.0,422.0,19339.0
11628,FA0070222,SEAFOOD CITY NORTH HILLS,PR0022440,SEAFOOD CITY NORTH HILLS,1614,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",16130 NORDHOFF ST,NORTH HILLS,CA,91343,34.23547345,-118.4842875,OW0012190,FORTUNE COMMERCIAL CORP.,16130   NORDHOFF ST,NORTH HILLS,CA,91343,"(34.2354734545, -118.4842875234)",509.0,3.0,391.0,18914.0
7430,FA0032020,JONATHAN CLUB CAPE CODE,PR0016070,JONATHAN CLUB CAPE CODE,1637,RESTAURANT (61-150) SEATS MODERATE RISK,545 S FIGUEROA ST,LOS ANGELES,CA,90017,34.05139742,-118.25820060000001,OW0008390,"CLUB,JONATHAN",545  S FIGUEROA CONTROLLER,LOS ANGELES,CA,90071,"(34.0513974192, -118.2582006173)",709.0,1.0,343.0,24035.0
16038,FA0203341,THE COFFEE BEAN & TEA LEAF #314,PR0175679,THE COFFEE BEAN & TEA LEAF #314,1630,RESTAURANT (0-30) SEATS LOW RISK,10250 SANTA&#160;MONICA BLVD,LOS ANGELES,CA,90067,34.06003591,-118.4198835,OW0017025,INTERNATIONAL COFFEE & TEA LLC,5700 WILSHIRE BLVD STE 120,LOS ANGELES,CA,90036,"(34.0600359119, -118.4198835462)",660.0,3.0,265.0,24032.0
1517,FA0014014,FOXYS LANDING,PR0007107,FOXYS LANDING,1635,RESTAURANT (31-60) SEATS HIGH RISK,4555 W AVENUE G STE #22,LANCASTER,CA,93536,34.733168799999994,-118.21065,OW0002295,ALSAADY JOUDI,4555  W AVE. G #22,LANCASTER,CA,93536,"(34.7331688029, -118.2106500264)",332.0,5.0,18.0,26967.0
7545,FA0024364,GALDYS 98 CENT STORES,PR0034411,GALDYS 98 CENT STORES,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",8028 S VERMONT AVE,LOS ANGELES,CA,90044,33.96584987,-118.29133529999999,OW0008484,"COLCHADO, GLADYS",8028  S VERMONT AVE,LOS ANGELES,CA,90044,"(33.9658498691, -118.2913352867)",254.0,2.0,435.0,23675.0
30511,FA0257152,BOX THAI STREET FOOD,PR0206995,BOX THAI STREET FOOD,1632,RESTAURANT (0-30) SEATS HIGH RISK,16851 VICTORY UNIT 6,VAN NUYS,CA,91406,34.18665349,-118.5007005,OW0249711,SAM KANER,16851 VICTORY UNIT 6,VAN NUYS,CA,91406,"(34.1866534899, -118.5007005)",486.0,3.0,375.0,19734.0
5566,FA0018660,DENNY'S #6220,PR0039916,DENNY'S #6220,1638,RESTAURANT (61-150) SEATS HIGH RISK,8601 BELLANCA AVE,LOS ANGELES,CA,90045,33.95949368,-118.38067040000001,OW0005952,CAMILLE'S INC,PO BOX 15490,LONG BEACH,CA,90815,"(33.9594936821, -118.3806703654)",843.0,2.0,440.0,23676.0
3114,FA0258483,BAEKOAK KOREAN & JAPANESE RESTAURANT,PR0208510,BAEKOAK KOREAN & JAPANESE RESTAURANT,1635,RESTAURANT (31-60) SEATS HIGH RISK,21080 GLDEN SPRINGS DR,DIAMOND BAR,CA,91789,33.9996098,-117.84450690000001,OW0250667,BAEKOAK GROUP iNC.,20949 NORTHAMPTON ST,WALNUT,CA,91789,"(33.9996098049, -117.8445068675)",2275.0,4.0,302.0,10145.0
15217,FA0174370,CORRIENTES 348 RESTAURANT,PR0167269,CORRIENTES 348 RESTAURANT,1635,RESTAURANT (31-60) SEATS HIGH RISK,6113 RESEDA BLVD,TARZANA,CA,91335,34.1811031,-118.5362152,OW0181054,HORACIO RAUL ARGANARAZ,6113 RESEDA BLVD,TARZANA,CA,91335,"(34.1811031034, -118.5362152122)",426.0,3.0,405.0,18909.0
39002,FA0004201,7-ELEVEN STORE # 39014B,PR0036240,7-ELEVEN STORE # 39014B,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",18845 SHERMAN WAY STE # A,RESEDA,CA,91335,34.20119836,-118.5443392,OW0038636,"WEST VALLEY STORE, INC",PO BOX 219088,DALLAS,TX,75221,"(34.2011983629, -118.5443392376)",328.0,3.0,405.0,18909.0
17074,FA0265267,BAKMI PARAHYANGAN,PR0216475,BAKMI PARAHYANGAN,1632,RESTAURANT (0-30) SEATS HIGH RISK,989 S GLENDORA AVE STE 13,WEST COVINA,CA,91790,34.05801322,-117.93587050000001,OW0256255,JJS BAKMI CORP.,989 S GLENDORA AVE STE 13,WEST COVINA,CA,91790,"(34.0580132211, -117.9358705348)",1683.0,1.0,105.0,10146.0
14614,FA0028148,HENRY'S TACOS,PR0028565,HENRY'S TACOS,1632,RESTAURANT (0-30) SEATS HIGH RISK,4389 TUJUNGA AVE,STUDIO CITY,CA,91604,34.14986612,-118.37917900000001,OW0015213,HENRY'S TACOS INC.,4389   TUJUNGA AVE.,STUDIO CITY,CA,91604,"(34.1498661226, -118.3791790387)",1594.0,3.0,404.0,8492.0
24578,FA0180509,7-ELEVEN STORE #18047C,PR0174279,7-ELEVEN STORE #18047C,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",7400 GARVEY AVE,ROSEMEAD,CA,91770,34.06248353,-118.10789809999999,OW0185870,NASCENT CORPORATION,PO BOX 219088,DALLAS,TX,75221-9071,"(34.0624835329, -118.1078981416)",2172.0,1.0,87.0,10133.0
31167,FA0047306,SEE'S CANDIES,PR0014016,SEE'S CANDIES,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1100 W AVENUE K # 101,LANCASTER,CA,93534,34.67486311,-118.1507,OW0032100,"SEE'S CANDIES, INC.",210 EL CAMINO REAL,SOUTH SAN FRANCISCO,CA,94080,"(34.6748631088, -118.1507000371)",329.0,5.0,18.0,26965.0
9065,FA0023216,M & M LIQUOR,PR0038509,M & M LIQUOR,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",4015 W 182ND ST,TORRANCE,CA,90504,33.86574853,-118.3444544,OW0010027,"DIB, MOUFID",4015  W 182ND STREET,TORRANCE,CA,90504,"(33.8657485319, -118.3444543812)",1221.0,4.0,102.0,25718.0
38492,FA0061558,EL POLLO LOCO #3531,PR0007363,EL POLLO LOCO #3531,1635,RESTAURANT (31-60) SEATS HIGH RISK,3008 S SEPULVEDA BLVD,LOS ANGELES,CA,90034,34.02735624,-118.4284105,OW0038257,W K S RESTAURANT CORP,PO BOX 39,LAKEWOOD,CA,90714,"(34.0273562364, -118.4284104632)",828.0,2.0,393.0,24029.0
10440,FA0256664,MAIKO,PR0206478,MAIKO,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",939 S WESTERN AVE,LOS ANGELES,CA,90006,34.054614,-118.3091142,OW0249316,"EMAIKOUSA CORP., INC",939 S WESTERN AVE,LOS ANGELES,CA,90006,"(34.054614, -118.3091141713)",467.0,2.0,372.0,22723.0
23561,FA0203313,GOLDILOCKS,PR0175652,GOLDILOCKS,1638,RESTAURANT (61-150) SEATS HIGH RISK,100 W CARSON ST,CARSON,CA,90745-2601,33.83153315,-118.2781443,OW0128469,MILSON CORPORATION,35455 DUMBARTON CT,NEWARK,CA,94560,"(33.8315331465, -118.278144253)",1074.0,2.0,297.0,3354.0
14686,FA0024100,FRUITLAND,PR0028706,FRUITLAND,1632,RESTAURANT (0-30) SEATS HIGH RISK,2319 W WHITTIER BLVD,MONTEBELLO,CA,90640,34.01362998,-118.12571470000002,OW0015332,"HERNANDEZ, EDUARDO",2319  W WHITTIER BLVD,MONTEBELLO,CA,90640,"(34.0136299773, -118.125714698)",2049.0,1.0,74.0,25733.0
2059,FA0165235,THE BOAT SUSHI & THAI,PR0153551,THE BOAT SUSHI & THAI,1638,RESTAURANT (61-150) SEATS HIGH RISK,150 S PACIFIC COAST HWY STE D,EL SEGUNDO,CA,90245,33.841128999999995,-118.38558929999999,OW0128512,ANKHANG VENTURE INC,17252 HAWTHORNE BLVD # 143,TORRANCE,CA,90504,"(33.841128997, -118.385589291)",1178.0,4.0,85.0,25069.0
3170,FA0167684,THE JOLLY OYSTER,PR0158065,THE JOLLY OYSTER,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",2143 W 182ND ST,TORRANCE,CA,90504,33.86638459,-118.31732279999999,OW0130666,"BAJA OYSTER COMPANY, INC",2143 W 182ND ST,TORRANCE,CA,90504,"(33.8663845913, -118.3173228437)",1222.0,4.0,102.0,25718.0
22824,FA0241661,PRONTO PIZZA,PR0189810,PRONTO PIZZA,1631,RESTAURANT (0-30) SEATS MODERATE RISK,9545 1/2 TELEGRAPH RD,PICO RIVERA,CA,90660-5523,33.95391337,-118.09949479999999,OW0237498,"MAXIMUS PIZZA COMPANY, INC.",9545 1/2 TELEGRAPH RD,PICO RIVERA,CA,90660-5523,"(33.9539133744, -118.0994948323)",2182.0,1.0,82.0,25735.0
4059,FA0262246,BIONICO ZACATECAS,PR0212927,BIONICO ZACATECAS,1631,RESTAURANT (0-30) SEATS MODERATE RISK,5037 GAGE AVE,BELL,CA,90201-1420,33.97689276,-118.17581909999998,OW0253733,BIONICO ZACATECAS INC,5037 GAGE AVE,BELL,CA,90201-1420,"(33.976892755, -118.1758191371)",1891.0,1.0,289.0,24345.0
35660,FA0051615,THE ARC LOS ANGELES & ORANGE,PR0022333,THE ARC LOS ANGELES & ORANGE,1637,RESTAURANT (61-150) SEATS MODERATE RISK,9545 WASHBURN RD,DOWNEY,CA,90241,33.92460322,-118.1175084,OW0035437,THE ARC LOS ANGELES & ORANGE,12049 WOODRUFF AVE,DOWNEY,CA,90241,"(33.924603218, -118.1175083995)",1924.0,4.0,303.0,24682.0
21995,FA0263426,AY PAPA QUE RICO #4,PR0214340,AY PAPA QUE RICO #4,1632,RESTAURANT (0-30) SEATS HIGH RISK,8204 SUNLAND BLVD,SUN VALLEY,CA,91352,34.21957438,-118.3685582,OW0254751,"MAMBI RESTAURANT MGMT, INC",12401 FILMORE ST # 814,SYLMAR,CA,91342,"(34.2195743825, -118.3685581539)",1639.0,3.0,419.0,19335.0
16573,FA0018672,DENNY'S RESTAURANT #8076,PR0044299,DENNY'S RESTAURANT #8076,1638,RESTAURANT (61-150) SEATS HIGH RISK,9804 FLAIR DR,EL MONTE,CA,91731,34.07169136,-118.05518980000001,OW0017413,"JARAD ENTRPRISES, INC",9804 E FLAIR DR #8076,EL MONTE,CA,91731,"(34.0716913566, -118.0551898009)",1676.0,1.0,307.0,9311.0
23170,FA0262418,TEA-NILICIOUS,PR0213163,TEA-NILICIOUS,1631,RESTAURANT (0-30) SEATS MODERATE RISK,12144 CARSON ST STE H,HAWAIIAN GARDENS,CA,90716,33.83138548,-118.072422,OW0253886,MELODY TROUNG,12144 CARSON ST STE H,HAWAIIAN GARDENS,CA,90716,"(33.8313854762, -118.072422)",2008.0,4.0,281.0,3334.0
2898,FA0255835,AY CARAMBA HELADOS Y CAFE,PR0205564,AY CARAMBA HELADOS Y CAFE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,7017 ATLANTIC AVE,BELL,CA,90201,33.97188886,-118.18802109999999,OW0248688,"AY CARAMBA HELADOS Y CAFE, LLC",7017 ATLANTIC AVE,BELL,CA,90201,"(33.9718888556, -118.1880210568)",1277.0,1.0,289.0,24345.0
23773,FA0244528,SCHWARTZ BAKERY,PR0192843,SCHWARTZ BAKERY,1632,RESTAURANT (0-30) SEATS HIGH RISK,8856 W PICO BLVD,LOS ANGELES,CA,90035,34.05498235,-118.38497749999999,OW0024712,MOBEEUS INC.,7115   BEVERLY BLVD.,LOS ANGELES,CA,90036,"(34.0549823507, -118.3849774986)",1183.0,2.0,341.0,23666.0
27369,FA0044649,PIONEER MARKET,PR0039662,PIONEER MARKET,1615,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",465 S BRAND BLVD,SAN FERNANDO,CA,91340,34.27990988,-118.4427679,OW0028618,PIONEER MARKET INC,465  S BRAND BLVD,SAN FERNANDO,CA,91340,"(34.279909877, -118.4427678883)",603.0,3.0,37.0,18910.0
21807,FA0270581,MAGNOLIA EATERY CO.,PR0223200,MAGNOLIA EATERY CO.,1632,RESTAURANT (0-30) SEATS HIGH RISK,665 E FOOTHILL BLVD STE C,CLAREMONT,CA,91711,34.10706045,-117.70405149999999,OW0260573,MAGNOLIA EATERY CO.,318 N INDIAN HILL BLVD,CLAREMONT,CA,91711,"(34.1070604538, -117.7040514817)",2340.0,1.0,6.0,8900.0
18554,FA0034962,LA PUENTE SHELL,PR0028006,LA PUENTE SHELL,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",14562 E VALLEY BLVD,LA PUENTE,CA,91746,34.03490011,-117.97514070000001,OW0019185,"KIM, BRIAN",14562  E VALLEY BLVD,LA PUENTE,CA,91746,"(34.0349001111, -117.9751406846)",1976.0,1.0,116.0,9327.0
7650,FA0027187,ORIGINAL RED ONION,PR0004871,ORIGINAL RED ONION,1641,RESTAURANT (151 + ) SEATS HIGH RISK,736 SILVER SPUR RD,ROLLING HILLS ESTATES,CA,90274,33.7710453,-118.36866979999999,OW0008661,CONEJITO CORP,736   SILVER SPUR RD,ROLLING HILLS ESTATES,CA,90274,"(33.7710453004, -118.3686698273)",61.0,4.0,86.0,25067.0
16464,FA0049125,SUBWAY #54400,PR0032647,SUBWAY,1631,RESTAURANT (0-30) SEATS MODERATE RISK,38050 E 47TH ST # A-1,PALMDALE,CA,93552,34.57354247,-118.04497420000001,OW0017327,JAGDISH SINGH KHANGURA,38050 E 47TH ST # A-1,PALMDALE,CA,93552,"(34.5735424708, -118.0449741824)",213.0,5.0,77.0,27325.0
375,FA0159107,PEARL'S,PR0147170,PEARL'S (UPSTAIR BAR),1633,RESTAURANT (31-60) SEATS LOW RISK,8909 W SUNSET BLVD,WEST HOLLYWOOD,CA,90069,34.09077963,-118.3857831,OW0124139,"8909 SUNSET BLVD., LLC.",8909 W SUNSET BLVD,WEST HOLLYWOOD,CA,90069,"(34.0907796297, -118.3857830648)",1341.0,3.0,106.0,24034.0
37503,FA0025920,MUNCHKINS DONUTS,PR0029091,MUNCHKINS DONUTS,1631,RESTAURANT (0-30) SEATS MODERATE RISK,902 N CITRUS AVE,COVINA,CA,91722,34.09603118,-117.8894341,OW0036874,"UNG, HENRY",902  N CITRUS AVE,COVINA,CA,91722,"(34.0960311799, -117.8894341194)",2261.0,5.0,8.0,9305.0
10097,FA0238953,EL GRINGO KATEEN,PR0186898,EL GRINGO KATEEN,1635,RESTAURANT (31-60) SEATS HIGH RISK,422 MAIN ST,EL SEGUNDO,CA,90245,33.92150057,-118.41594640000001,OW0235339,EL GRINGO KATEEN,422 MAIN ST,EL SEGUNDO,CA,90245,"(33.921500574, -118.4159463736)",887.0,4.0,296.0,24683.0
11595,FA0055645,YANG CHOW RESTAURANT,PR0015153,YANG CHOW RESTAURANT,1638,RESTAURANT (61-150) SEATS HIGH RISK,3777 E COLORADO BLVD,PASADENA,CA,91107,34.14654597,-118.07060530000001,OW0012163,FORESIGHT INVESTMENT GRP INC,3777  E COLORADO BL,PASADENA,CA,91107,"(34.1465459698, -118.0706053218)",1810.0,5.0,163.0,3236.0
38913,FA0252415,SCORPION EMPLOYEE CAFETERIA,PR0201678,SCORPION EMPLOYEE CAFETERIA,1638,RESTAURANT (61-150) SEATS HIGH RISK,27750 ENTERTAINMENT DR,VALENCIA,CA,91355,34.42334005,-118.58767209999999,OW0038518,WCRB INC.,27750 ENTERTAINMENT DR,VALENCIA,CA,91355,"(34.4233400524, -118.5876721412)",312.0,5.0,264.0,19351.0
29876,FA0046275,ROSS DRESS FOR LESS #1364,PR0007453,ROSS DRESS FOR LESS #1364,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",902 SEPULVEDA BLVD,HARBOR CITY,CA,90710,33.81006434,-118.2909918,OW0030803,"ROSS DRESS FOR LESS, INC.",5130 HACIENDA DR # B3N6,DUBLIN,CA,94568-7579,"(33.8100643421, -118.2909918332)",133.0,2.0,253.0,26327.0
40412,FA0055586,ZANKOU CHICKEN,PR0025388,ZANKOU CHICKEN,1632,RESTAURANT (0-30) SEATS HIGH RISK,17949 CHATSWORTH ST,GRANADA HILLS,CA,91344,34.2650282,-118.52441540000001,OW0040149,"ZANKOU CHICKEN GRANADA, INC.",17949 CHATSWORTH ST,GRANADA HILLS,CA,91344,"(34.265028195, -118.5244153505)",589.0,5.0,363.0,19329.0
18752,FA0020173,KINGS COVE,PR0039908,KINGS/LAKERS CTR CENTER CAFE,1632,RESTAURANT (0-30) SEATS HIGH RISK,555 N NASH ST,EL SEGUNDO,CA,90245,33.92174363,-118.38832099999999,OW0100110,"KING C, INC",555 N NASH ST,EL SEGUNDO,CA,90245,"(33.9217436341, -118.388321037)",1148.0,4.0,296.0,24683.0
5093,FA0222476,COLD STONE CREAMERY #21284,PR0177488,COLD STONE CREAMERY #21284,1630,RESTAURANT (0-30) SEATS LOW RISK,9004 SEPULVEDA BLVD,NORTH HILLS,CA,91343,34.23393525,-118.4674467,OW0227321,BUSINESS HOUSE OF MOEEN INC,9004 SEPULVEDA BLVD,NORTH HILLS,CA,91343,"(34.2339352475, -118.4674466657)",528.0,3.0,391.0,18914.0
6862,FA0044966,POMONA MARKET,PR0047242,POMONA MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2747 LINCOLN PARK AVE,LOS ANGELES,CA,90031,34.07856921,-118.20301409999998,OW0007668,"CHO, JUNG YEOL BAEK",2747   LINCOLN PARK AVE,LOS ANGELES,CA,90031,"(34.0785692134, -118.2030141361)",1603.0,1.0,379.0,23448.0
